year,week,Rank,LW,Release,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks,Distributor
2022,3,17,14,Encanto,"$334,887",-27.6%,445,-215,$752,"$93,504,179",10,Walt Disney Studios Motion Pictures
2022,3,18,17,Parallel Mothers,"$248,946",+28.2%,111,+62,"$2,242","$690,298",5,Sony Pictures Classics
2022,3,19,13,Venom: Let There Be Carnage,"$244,593",-59.6%,725,-710,$337,"$213,550,366",17,Sony Pictures Releasing
2022,3,20,18,Drive My Car,"$150,283",+21.9%,96,+31,"$1,565","$703,522",10,Janus Films
2022,3,21,-,No Time to Die,"$119,000",-,169,-,$704,"$160,891,007",16,Metro-Goldwyn-Mayer (MGM)
2022,3,22,16,A Journal for Jordan,"$115,916",-53.9%,304,-361,$381,"$6,428,831",5,Sony Pictures Releasing
2022,3,23,-,Unsilenced,"$75,178",-,34,-,"$2,211","$75,178",1,Zhen Pictures
2022,3,24,20,Dune,"$59,048",-11.1%,105,-,$562,"$107,476,785",14,Warner Bros.
2022,3,25,37,Flee,"$52,441","+1,967%",37,+35,"$1,417","$116,124",8,Neon
2022,3,26,22,Belfast,"$51,375",+2.3%,63,-8,$815,"$7,078,815",11,Focus Features
2022,3,27,23,Red Rocket,"$31,145",-37.8%,56,-26,$556,"$1,023,086",7,A24
2022,3,28,21,King Richard,"$28,305",-56.6%,142,-140,$199,"$14,851,209",10,Warner Bros.
2022,3,29,24,The French Dispatch,"$27,902",-13%,35,-,$797,"$16,124,375",14,Searchlight Pictures
2022,3,30,27,The Velvet Queen,"$21,442",-5.8%,51,+24,$420,"$65,531",6,Oscilloscope
2022,3,31,31,Resident Evil: Welcome to Raccoon City,"$15,575",+128.6%,28,+5,$556,"$16,975,579",10,Screen Gems
2022,3,32,25,Eternals,"$15,090",-52.1%,60,-25,$251,"$164,870,234",12,Walt Disney Studios Motion Pictures
2022,3,33,-,Shortbus2022 Re-release (Restoration),"$13,868",-,1,-,"$13,868","$13,868",1,Oscilloscope
2022,3,34,36,Jockey,"$12,267",+248.8%,12,+10,"$1,022","$23,972",5,Sony Pictures Classics
2022,3,35,30,The Conversation2021 Re-release,"$10,444",-4.7%,1,-,"$10,444","$21,406",2,Rialto Distribution
2022,3,36,-,Compartment Number 6,"$5,780",-,3,-,"$1,926","$5,780",1,Sony Pictures Classics
2022,3,37,42,The Pink Cloud,"$5,216",+288.1%,10,+9,$521,"$6,560",2,Blue Fox Entertainment
2022,3,38,29,See for Me,"$4,693",-63.8%,10,-15,$469,"$49,922",3,IFC Films
2022,3,39,40,The Scary of Sixty-First,"$4,476",+180.5%,5,-1,$895,"$39,097",8,Utopia
2022,3,40,39,Benedetta,"$4,056",+113%,7,+1,$579,"$351,177",8,IFC Films
2022,3,41,26,Who We Are: A Chronicle of Racism in America,"$3,756",-87.7%,4,-,$939,"$34,357",2,Sony Pictures Releasing
2022,3,42,35,France,"$3,654",-0.5%,8,-4,$456,"$42,325",7,Kino Lorber
2022,3,43,41,Bad Luck Banging or Loony Porn,"$2,828",+89.2%,5,-,$565,"$65,732",10,Magnolia Pictures
2022,3,44,-,Simple Passion,"$1,967",-,1,-,"$1,967","$1,967",1,Strand Releasing
2022,3,45,38,Julia,"$1,306",-36.4%,2,-11,$653,"$399,101",11,Sony Pictures Classics
2022,3,46,32,Italian Studies,"$1,011",-79.3%,7,-,$144,"$5,895",2,Magnolia Pictures
2022,3,47,44,The Novice,$709,+312.2%,4,+2,$177,"$23,283",6,IFC Films
2022,3,48,43,Writing with Fire,$153,-87.9%,1,-1,$153,"$16,736",9,Music Box Films
2022,4,1,1,Spider-Man: No Way Home,"$14,465,327",-19.6%,"3,675",-30,"$3,936","$739,351,607",7,Sony Pictures Releasing
2022,4,2,2,Scream,"$9,420,964",-40.5%,"3,518",-148,"$2,677","$64,209,744",3,Paramount Pictures
2022,4,3,3,Sing 2,"$5,699,065",-18.7%,"3,450",+16,"$1,651","$135,407,925",7,Universal Pictures
2022,4,4,4,Redeeming Love,"$2,384,010",-49.1%,"1,963",+60,"$1,214","$7,065,775",2,Universal Pictures
2022,4,5,5,The King's Man,"$2,331,655",-8.9%,"2,415",+100,$965,"$34,622,091",7,20th Century Studios
2022,4,6,6,The 355,"$1,787,765",-19.1%,"2,513",-96,$711,"$13,477,390",4,Universal Pictures
2022,4,7,7,American Underdog,"$1,525,292",-7.5%,"2,113",-51,$721,"$25,082,720",6,Lionsgate Films
2022,4,8,13,Ghostbusters: Afterlife,"$958,762",+14.6%,"1,170",+109,$819,"$128,247,659",11,Sony Pictures Releasing
2022,4,9,10,Licorice Pizza,"$952,977",-6.8%,786,+14,"$1,212","$12,078,529",10,United Artists Releasing
2022,4,10,8,West Side Story,"$879,915",-17.6%,"1,320",+40,$666,"$36,300,924",8,20th Century Studios
2022,4,11,16,Nightmare Alley,"$766,826",+115.9%,"1,103",+713,$695,"$10,587,340",7,Searchlight Pictures
2022,4,12,11,House of Gucci,"$742,893",-12.3%,928,-79,$800,"$53,145,380",11,United Artists Releasing
2022,4,13,9,The King's Daughter,"$618,624",-40.3%,"1,970",-200,$314,"$1,655,254",2,Gravitas Ventures
2022,4,14,12,Belle,"$476,695",-43.7%,701,-479,$680,"$3,517,380",3,GKIDS
2022,4,15,14,The Matrix Resurrections,"$455,891",-26.1%,879,-130,$518,"$37,237,639",7,Warner Bros.
2022,4,16,18,Parallel Mothers,"$429,725",+72.6%,-,-,-,"$1,120,023",6,Sony Pictures Classics
2022,4,17,17,Encanto,"$405,496",+21.1%,640,+195,$633,"$93,909,675",11,Walt Disney Studios Motion Pictures
2022,4,18,-,The Beatles: Get Back - The Rooftop Concert,"$391,252",-,67,-,"$5,839","$391,252",1,IMAX
2022,4,19,15,The Tiger Rising,"$290,749",-42.2%,732,-140,$397,"$793,669",2,Variance Films
2022,4,20,23,Unsilenced,"$250,032",+232.6%,186,+152,"$1,344","$325,210",2,Zhen Pictures
2022,4,21,-,Clean,"$210,557",-,254,-,$828,"$210,557",1,IFC Films
2022,4,22,26,Belfast,"$202,770",+294.7%,196,+133,"$1,034","$7,281,585",12,Focus Features
2022,4,23,24,Dune,"$157,486",+166.7%,248,+143,$635,"$107,634,271",15,Warner Bros.
2022,4,24,20,Drive My Car,"$140,747",-6.3%,114,+18,"$1,234","$844,269",11,Janus Films
2022,4,25,25,Flee,"$114,886",+119.1%,220,+183,$522,"$231,010",9,Neon
2022,4,26,-,Gamestop: Rise of the Players,"$111,624",-,267,-,$418,"$111,624",1,Super LTD
2022,4,27,22,A Journal for Jordan,"$88,602",-23.6%,262,-42,$338,"$6,517,433",6,Sony Pictures Releasing
2022,4,28,-,Sundown,"$31,732",-,6,-,"$5,288","$31,732",1,Bleecker Street Media
2022,4,29,-,Poly Styrene: I Am a Cliché,"$28,477",-,36,-,$791,"$28,477",1,Utopia
2022,4,30,35,The Conversation2021 Re-release,"$26,665",+155.3%,5,+4,"$5,333","$48,071",3,Rialto Distribution
2022,4,31,30,The Velvet Queen,"$20,687",-3.5%,38,-13,$544,"$86,218",7,Oscilloscope
2022,4,32,34,Jockey,"$16,627",+35.5%,21,+9,$791,"$40,599",6,Sony Pictures Classics
2022,4,33,36,Compartment Number 6,"$15,696",+171.6%,3,-,"$5,232","$21,476",2,Sony Pictures Classics
2022,4,34,31,Resident Evil: Welcome to Raccoon City,"$13,074",-16.1%,44,+16,$297,"$16,988,653",11,Screen Gems
2022,4,35,28,King Richard,"$10,739",-62.1%,55,-87,$195,"$14,861,948",11,Warner Bros.
2022,4,36,42,France,"$4,892",+33.9%,5,-3,$978,"$47,217",8,Kino Lorber
2022,4,37,-,Brighton 4th,"$4,852",-,1,-,"$4,852","$6,352",1,Kino Lorber
2022,4,38,-,A Taste of Hunger,"$4,481",-,10,-,$448,"$4,481",1,Magnolia Pictures
2022,4,39,41,Who We Are: A Chronicle of Racism in America,"$2,555",-32%,3,-1,$851,"$37,012",3,Sony Pictures Releasing
2022,4,40,43,Bad Luck Banging or Loony Porn,"$2,026",-28.4%,10,+5,$202,"$67,758",11,Magnolia Pictures
2022,4,41,44,Simple Passion,"$1,460",-25.8%,5,+4,$292,"$3,427",2,Strand Releasing
2022,4,42,37,The Pink Cloud,"$1,312",-74.8%,4,-6,$328,"$7,872",3,Blue Fox Entertainment
2022,4,43,47,The Novice,"$1,039",+46.5%,3,-1,$346,"$24,322",7,IFC Films
2022,4,44,38,See for Me,$918,-80.4%,2,-8,$459,"$50,840",4,IFC Films
2022,4,45,40,Benedetta,$799,-80.3%,4,-3,$199,"$351,976",9,IFC Films
2022,4,46,-,Aline,$680,-,4,-,$170,"$588,067",10,Roadside Attractions
2022,4,47,45,Julia,$368,-71.8%,2,-,$184,"$399,469",12,Sony Pictures Classics
2022,4,48,39,The Scary of Sixty-First,$260,-94.2%,3,-2,$86,"$39,357",9,Utopia
2022,5,1,-,Jackass Forever,"$29,369,702",-,"3,645",-,"$8,057","$29,369,702",1,Paramount Pictures
2022,5,2,1,Spider-Man: No Way Home,"$12,499,210",-13.6%,"3,600",-75,"$3,472","$751,850,817",8,Sony Pictures Releasing
2022,5,3,-,Moonfall,"$12,303,549",-,"3,446",-,"$3,570","$12,303,549",1,Lionsgate Films
2022,5,4,2,Scream,"$6,131,888",-34.9%,"3,270",-248,"$1,875","$70,341,632",4,Paramount Pictures
2022,5,5,3,Sing 2,"$5,030,630",-11.7%,"3,266",-184,"$1,540","$140,438,555",8,Universal Pictures
2022,5,6,5,The King's Man,"$1,692,520",-27.4%,"1,910",-505,$886,"$36,314,611",8,20th Century Studios
2022,5,7,4,Redeeming Love,"$1,401,295",-41.2%,"1,797",-166,$779,"$8,467,070",3,Universal Pictures
2022,5,8,7,American Underdog,"$996,401",-34.7%,"1,470",-643,$677,"$26,079,121",7,Lionsgate Films
2022,5,9,9,Licorice Pizza,"$990,281",+3.9%,786,-,"$1,259","$13,068,810",11,United Artists Releasing
2022,5,10,6,The 355,"$919,195",-48.6%,"1,710",-803,$537,"$14,396,585",5,Universal Pictures
2022,5,11,-,The Wolf and the Lion,"$835,196",-,"1,005",-,$831,"$845,217",1,Blue Fox Entertainment
2022,5,12,10,West Side Story,"$664,272",-24.5%,800,-520,$830,"$36,965,196",9,20th Century Studios
2022,5,13,8,Ghostbusters: Afterlife,"$637,607",-33.5%,954,-216,$668,"$128,885,266",12,Sony Pictures Releasing
2022,5,14,12,House of Gucci,"$451,092",-39.3%,537,-391,$840,"$53,596,472",12,United Artists Releasing
2022,5,15,11,Nightmare Alley,"$338,866",-55.8%,705,-398,$480,"$10,926,206",8,Searchlight Pictures
2022,5,16,22,Belfast,"$337,560",+66.5%,920,+724,$366,"$7,619,145",13,Focus Features
2022,5,17,17,Encanto,"$302,954",-25.3%,470,-170,$644,"$94,212,629",12,Walt Disney Studios Motion Pictures
2022,5,18,16,Parallel Mothers,"$281,343",-34.5%,448,-,$627,"$1,401,366",7,Sony Pictures Classics
2022,5,19,15,The Matrix Resurrections,"$243,831",-46.5%,449,-430,$543,"$37,481,470",8,Warner Bros.
2022,5,20,14,Belle,"$211,449",-55.6%,217,-484,$974,"$3,728,829",4,GKIDS
2022,5,21,-,The Worst Person in the World,"$196,373",-,4,-,"$49,093","$196,373",1,Neon
2022,5,22,24,Drive My Car,"$188,354",+33.8%,115,+1,"$1,637","$1,032,623",12,Janus Films
2022,5,23,28,Sundown,"$161,358",+408.5%,6,-,"$26,893","$193,090",2,Bleecker Street Media
2022,5,24,20,Unsilenced,"$154,978",-38%,186,-,$833,"$480,188",3,Zhen Pictures
2022,5,25,21,Clean,"$99,738",-52.6%,181,-73,$551,"$310,295",2,IFC Films
2022,5,26,39,Who We Are: A Chronicle of Racism in America,"$93,552","+3,561.5%",357,+354,$262,"$130,564",4,Sony Pictures Releasing
2022,5,27,13,The King's Daughter,"$91,826",-85.2%,426,"-1,544",$215,"$1,747,080",3,Gravitas Ventures
2022,5,28,-,Only Fools Rush In,"$62,691",-,39,-,"$1,607","$62,691",1,CMC Pictures
2022,5,29,25,Flee,"$54,076",-52.9%,125,-95,$432,"$285,086",10,Neon
2022,5,30,23,Dune,"$53,732",-65.9%,86,-162,$624,"$107,688,003",16,Warner Bros.
2022,5,31,18,The Beatles: Get Back - The Rooftop Concert,"$50,468",-87.1%,80,+13,$630,"$441,720",2,IMAX
2022,5,32,27,A Journal for Jordan,"$27,741",-68.7%,97,-165,$285,"$6,545,174",7,Sony Pictures Releasing
2022,5,33,33,Compartment Number 6,"$17,994",+14.6%,6,+3,"$2,999","$39,470",3,Sony Pictures Classics
2022,5,34,30,The Conversation2021 Re-release,"$15,760",-40.9%,9,+4,"$1,751","$63,831",4,Rialto Distribution
2022,5,35,26,Gamestop: Rise of the Players,"$14,673",-86.9%,100,-167,$146,"$126,297",2,Super LTD
2022,5,36,32,Jockey,"$13,187",-20.7%,20,-1,$659,"$53,786",7,Sony Pictures Classics
2022,5,37,35,King Richard,"$12,516",+16.5%,35,-20,$357,"$14,874,464",12,Warner Bros.
2022,5,38,31,The Velvet Queen,"$11,348",-45.1%,26,-12,$436,"$97,566",8,Oscilloscope
2022,5,39,-,Shortbus2022 Re-release (Restoration),"$10,332",-,6,-,"$1,722","$24,200",3,Oscilloscope
2022,5,40,34,Resident Evil: Welcome to Raccoon City,"$9,252",-29.2%,24,-20,$385,"$16,997,905",12,Screen Gems
2022,5,41,29,Poly Styrene: I Am a Cliché,"$7,793",-72.6%,11,-25,$708,"$36,270",2,Utopia
2022,5,42,46,Aline,"$6,663",+879.9%,7,+3,$951,"$594,730",11,Roadside Attractions
2022,5,43,-,L'Arracheuse de temps,"$5,928",-,11,-,$538,"$726,012",12,-
2022,5,44,-,Lingui,"$5,765",-,1,-,"$5,765","$15,908",1,MUBI
2022,5,45,37,Brighton 4th,"$4,293",-11.5%,3,+2,"$1,431","$10,645",2,Kino Lorber
2022,5,46,40,Bad Luck Banging or Loony Porn,"$3,015",+48.8%,9,-1,$335,"$70,773",12,Magnolia Pictures
2022,5,47,36,France,"$2,130",-56.5%,5,-,$426,"$49,347",9,Kino Lorber
2022,5,48,45,Benedetta,"$1,248",+56.2%,3,-1,$416,"$353,224",10,IFC Films
2022,5,49,38,A Taste of Hunger,"$1,155",-74.2%,3,-7,$385,"$5,636",2,Magnolia Pictures
2022,5,50,48,The Scary of Sixty-First,$878,+237.7%,1,-2,$878,"$40,235",10,Utopia
2022,5,51,42,The Pink Cloud,$872,-33.5%,1,-3,$872,"$8,744",4,Blue Fox Entertainment
2022,5,52,-,Writing with Fire,$435,-,1,-,$435,"$20,507",11,Music Box Films
2022,5,53,44,See for Me,$378,-58.8%,2,-,$189,"$51,218",5,IFC Films
2022,5,54,47,Julia,$342,-7.1%,2,-,$171,"$399,811",13,Sony Pictures Classics
2022,5,55,41,Simple Passion,$91,-93.8%,1,-4,$91,"$3,518",3,Strand Releasing
2022,5,56,-,Une révision,$63,-,1,-,$63,"$160,599",14,-
2022,6,1,-,Death on the Nile,"$18,727,032",-,"3,280",-,"$5,709","$18,727,032",1,20th Century Studios
2022,6,2,-,Marry Me,"$13,122,665",-,"3,642",-,"$3,603","$13,122,665",1,Universal Pictures
2022,6,3,1,Jackass Forever,"$12,173,925",-58.5%,"3,653",+8,"$3,332","$41,543,627",2,Paramount Pictures
2022,6,4,2,Spider-Man: No Way Home,"$11,089,869",-11.3%,"3,300",-300,"$3,360","$762,940,686",9,Sony Pictures Releasing
2022,6,5,-,Blacklight,"$5,301,030",-,"2,772",-,"$1,912","$5,301,030",1,Briarcliff Entertainment
2022,6,6,4,Scream,"$4,713,907",-23.1%,"2,619",-651,"$1,799","$75,055,539",5,Paramount Pictures
2022,6,7,3,Moonfall,"$4,383,934",-64.4%,"3,446",-,"$1,272","$16,687,483",2,Lionsgate Films
2022,6,8,5,Sing 2,"$4,080,430",-18.9%,"2,831",-435,"$1,441","$144,518,985",9,Universal Pictures
2022,6,9,9,Licorice Pizza,"$1,656,203",+67.2%,"1,977","+1,191",$837,"$14,725,013",12,United Artists Releasing
2022,6,10,6,The King's Man,"$666,256",-60.6%,900,"-1,010",$740,"$36,980,867",9,20th Century Studios
2022,6,11,7,Redeeming Love,"$538,755",-61.6%,980,-817,$549,"$9,005,825",4,Universal Pictures
2022,6,12,16,Belfast,"$519,040",+53.8%,928,+8,$559,"$8,138,185",14,Focus Features
2022,6,13,31,The Beatles: Get Back - The Rooftop Concert,"$492,398",+875.7%,80,-,"$6,154","$934,118",3,IMAX
2022,6,14,21,The Worst Person in the World,"$409,973",+108.8%,49,+45,"$8,366","$606,346",2,Neon
2022,6,15,12,West Side Story,"$406,553",-38.8%,450,-350,$903,"$37,371,749",10,20th Century Studios
2022,6,16,8,American Underdog,"$343,287",-65.5%,"1,131",-339,$303,"$26,422,408",8,Lionsgate Films
2022,6,17,11,The Wolf and the Lion,"$287,830",-65.5%,738,-267,$390,"$1,133,047",2,Blue Fox Entertainment
2022,6,18,22,Drive My Car,"$287,697",+52.7%,127,+12,"$2,265","$1,320,320",13,Janus Films
2022,6,19,18,Parallel Mothers,"$250,918",-10.8%,448,-,$560,"$1,652,284",8,Sony Pictures Classics
2022,6,20,13,Ghostbusters: Afterlife,"$241,379",-62.1%,460,-494,$524,"$129,126,645",13,Sony Pictures Releasing
2022,6,21,30,Dune,"$239,534",+345.8%,678,+592,$353,"$107,927,537",17,Warner Bros.
2022,6,22,17,Encanto,"$179,432",-40.8%,275,-195,$652,"$94,392,061",13,Walt Disney Studios Motion Pictures
2022,6,23,15,Nightmare Alley,"$148,126",-56.3%,405,-300,$365,"$11,074,332",9,Searchlight Pictures
2022,6,24,10,The 355,"$147,845",-83.9%,563,"-1,147",$262,"$14,544,430",6,Universal Pictures
2022,6,25,19,The Matrix Resurrections,"$136,377",-44.1%,182,-267,$749,"$37,617,847",9,Warner Bros.
2022,6,26,14,House of Gucci,"$133,353",-70.4%,267,-270,$499,"$53,729,825",13,United Artists Releasing
2022,6,27,20,Belle,"$89,166",-57.8%,64,-153,"$1,393","$3,817,995",5,GKIDS
2022,6,28,37,King Richard,"$78,332",+525.9%,463,+428,$169,"$14,952,796",13,Warner Bros.
2022,6,29,-,Water Gate Bridge,"$71,627",-,24,-,"$2,984","$71,627",1,CMC Pictures
2022,6,30,24,Unsilenced,"$56,739",-63.4%,61,-125,$930,"$536,927",4,Zhen Pictures
2022,6,31,23,Sundown,"$35,128",-78.2%,181,+175,$194,"$228,218",3,Bleecker Street Media
2022,6,32,29,Flee,"$31,578",-41.6%,125,-,$252,"$316,664",11,Neon
2022,6,33,26,Who We Are: A Chronicle of Racism in America,"$25,702",-72.5%,255,-102,$100,"$156,266",5,Sony Pictures Releasing
2022,6,34,36,Jockey,"$23,167",+75.7%,20,-,"$1,158","$76,953",8,Sony Pictures Classics
2022,6,35,28,Only Fools Rush In,"$16,684",-73.4%,17,-22,$981,"$79,375",2,CMC Pictures
2022,6,36,33,Compartment Number 6,"$14,025",-22.1%,8,+2,"$1,753","$53,495",4,Sony Pictures Classics
2022,6,37,-,Catch the Fair One,"$13,894",-,30,-,$463,"$13,894",1,IFC Films
2022,6,38,27,The King's Daughter,"$8,860",-90.4%,426,-,$20,"$1,755,940",4,Gravitas Ventures
2022,6,39,25,Clean,"$8,582",-91.4%,23,-158,$373,"$318,877",3,IFC Films
2022,6,40,42,Aline,"$7,639",+14.6%,9,+2,$848,"$602,369",12,Roadside Attractions
2022,6,41,45,Brighton 4th,"$5,660",+31.8%,9,+6,$628,"$16,305",3,Kino Lorber
2022,6,42,43,L'Arracheuse de temps,"$4,993",-15.8%,6,-5,$832,"$731,005",13,-
2022,6,43,39,Shortbus2022 Re-release (Restoration),"$4,635",-55.1%,5,-1,$927,"$28,835",4,Oscilloscope
2022,6,44,38,The Velvet Queen,"$4,420",-61.1%,9,-17,$491,"$101,986",9,Oscilloscope
2022,6,45,34,The Conversation2021 Re-release,"$3,632",-77%,5,-4,$726,"$67,463",5,Rialto Distribution
2022,6,46,-,Fabian: Going to the Dogs,"$3,513",-,1,-,"$3,513","$16,653",1,Kino Lorber
2022,6,47,40,Resident Evil: Welcome to Raccoon City,"$2,707",-70.7%,13,-11,$208,"$17,000,612",13,Screen Gems
2022,6,48,41,Poly Styrene: I Am a Cliché,"$2,483",-68.1%,7,-4,$354,"$38,753",3,Utopia
2022,6,49,46,Bad Luck Banging or Loony Porn,"$1,569",-48%,5,-4,$313,"$72,342",13,Magnolia Pictures
2022,6,50,48,Benedetta,$707,-43.3%,2,-1,$353,"$353,931",11,IFC Films
2022,6,51,50,The Scary of Sixty-First,$552,-37.1%,1,-,$552,"$40,787",11,Utopia
2022,6,52,56,Une révision,$475,+654%,2,+1,$237,"$161,074",15,-
2022,6,53,-,Indemnity,$347,-,4,-,$86,$347,2,Magnolia Pictures
2022,6,54,49,A Taste of Hunger,$224,-80.6%,2,-1,$112,"$5,860",3,Magnolia Pictures
2022,7,1,-,Uncharted,"$60,135,478",-,"4,275",-,"$14,066","$60,135,478",1,Sony Pictures Releasing
2022,7,2,-,Dog,"$20,771,084",-,"3,677",-,"$5,648","$20,771,084",1,United Artists Releasing
2022,7,3,4,Spider-Man: No Way Home,"$11,196,261",+1%,"2,956",-344,"$3,787","$774,136,947",10,Sony Pictures Releasing
2022,7,4,1,Death on the Nile,"$9,527,734",-49.1%,"3,280",-,"$2,904","$28,254,766",2,20th Century Studios
2022,7,5,3,Jackass Forever,"$7,351,098",-39.6%,"3,071",-582,"$2,393","$48,894,725",3,Paramount Pictures
2022,7,6,2,Marry Me,"$5,241,020",-60.1%,"3,643",+1,"$1,438","$18,363,685",2,Universal Pictures
2022,7,7,8,Sing 2,"$4,575,220",+12.1%,"2,476",-355,"$1,847","$149,094,205",10,Universal Pictures
2022,7,8,6,Scream,"$2,820,247",-40.2%,"1,907",-712,"$1,478","$77,875,786",6,Paramount Pictures
2022,7,9,-,The Cursed,"$2,567,461",-,"1,687",-,"$1,521","$2,567,461",1,LD Entertainment
2022,7,10,5,Blacklight,"$2,520,585",-52.5%,"2,772",-,$909,"$7,821,615",2,Briarcliff Entertainment
2022,7,11,7,Moonfall,"$1,527,029",-65.2%,"1,968","-1,478",$775,"$18,214,512",3,Lionsgate Films
2022,7,12,9,Licorice Pizza,"$1,039,522",-37.2%,"1,307",-670,$795,"$15,764,535",13,United Artists Releasing
2022,7,13,14,The Worst Person in the World,"$796,592",+94.3%,265,+216,"$3,006","$1,402,938",3,Neon
2022,7,14,22,Encanto,"$768,570",+328.3%,"1,310","+1,035",$586,"$95,160,631",14,Walt Disney Studios Motion Pictures
2022,7,15,15,West Side Story,"$530,855",+30.6%,955,+505,$555,"$37,902,604",11,20th Century Studios
2022,7,16,18,Drive My Car,"$369,171",+28.3%,127,-,"$2,906","$1,689,491",14,Janus Films
2022,7,17,12,Belfast,"$322,680",-37.8%,737,-191,$437,"$8,460,865",15,Focus Features
2022,7,18,19,Parallel Mothers,"$191,112",-23.8%,142,-306,"$1,345","$1,843,396",9,Sony Pictures Classics
2022,7,19,11,Redeeming Love,"$142,300",-73.6%,372,-608,$382,"$9,148,125",5,Universal Pictures
2022,7,20,10,The King's Man,"$135,381",-79.7%,265,-635,$510,"$37,116,248",10,20th Century Studios
2022,7,21,20,Ghostbusters: Afterlife,"$129,268",-46.4%,207,-253,$624,"$129,255,913",14,Sony Pictures Releasing
2022,7,22,21,Dune,"$128,163",-46.5%,222,-456,$577,"$108,055,700",18,Warner Bros.
2022,7,23,-,Too Cool to Kill,"$118,236",-,20,-,"$5,911","$118,236",1,Well Go USA Entertainment
2022,7,24,16,American Underdog,"$92,406",-73.1%,197,-934,$469,"$26,514,814",9,Lionsgate Films
2022,7,25,27,Belle,"$86,209",-3.3%,44,-20,"$1,959","$3,904,204",6,GKIDS
2022,7,26,23,Nightmare Alley,"$71,474",-51.7%,250,-155,$285,"$11,145,806",10,Searchlight Pictures
2022,7,27,-,Strawberry Mansion,"$54,352",-,28,-,"$1,941","$54,352",1,Music Box Films
2022,7,28,26,House of Gucci,"$53,053",-60.2%,87,-180,$609,"$53,782,878",14,United Artists Releasing
2022,7,29,17,The Wolf and the Lion,"$52,025",-81.9%,102,-636,$510,"$1,185,072",3,Blue Fox Entertainment
2022,7,30,33,Who We Are: A Chronicle of Racism in America,"$45,345",+76.4%,226,-29,$200,"$201,611",6,Sony Pictures Releasing
2022,7,31,25,The Matrix Resurrections,"$43,017",-68.5%,80,-102,$537,"$37,660,864",10,Warner Bros.
2022,7,32,29,Water Gate Bridge,"$37,363",-47.8%,17,-7,"$2,197","$108,990",2,CMC Pictures
2022,7,33,30,Unsilenced,"$31,442",-44.6%,34,-27,$924,"$568,369",5,Zhen Pictures
2022,7,34,-,Ted K,"$31,349",-,28,-,"$1,119","$31,349",1,-
2022,7,35,28,King Richard,"$30,812",-60.7%,151,-312,$204,"$14,983,608",14,Warner Bros.
2022,7,36,13,The Beatles: Get Back - The Rooftop Concert,"$29,646",-94%,11,-69,"$2,695","$963,764",4,IMAX
2022,7,37,-,The Automat,"$25,172",-,1,-,"$25,172","$25,172",1,Slice of Pie
2022,7,38,36,Compartment Number 6,"$21,258",+51.6%,11,+3,"$1,932","$74,753",5,Sony Pictures Classics
2022,7,39,24,The 355,"$19,050",-87.1%,230,-333,$82,"$14,563,480",7,Universal Pictures
2022,7,40,32,Flee,"$16,897",-46.5%,47,-78,$359,"$333,561",12,Neon
2022,7,41,34,Jockey,"$15,918",-31.3%,64,+44,$248,"$92,871",9,Sony Pictures Classics
2022,7,42,37,Catch the Fair One,"$11,059",-20.4%,8,-22,"$1,382","$24,953",2,IFC Films
2022,7,43,-,Lingui,"$6,551",-,9,-,$727,"$24,820",3,MUBI
2022,7,44,44,The Velvet Queen,"$5,743",+29.9%,10,+1,$574,"$107,729",10,Oscilloscope
2022,7,45,48,Poly Styrene: I Am a Cliché,"$5,454",+119.7%,9,+2,$606,"$44,207",4,Utopia
2022,7,46,-,A Banquet,"$4,167",-,33,-,$126,"$4,167",1,IFC Films
2022,7,47,45,The Conversation2021 Re-release,"$3,586",-1.3%,3,-2,"$1,195","$71,049",6,Rialto Distribution
2022,7,48,35,Only Fools Rush In,"$3,467",-79.2%,3,-14,"$1,155","$82,842",3,CMC Pictures
2022,7,49,42,L'Arracheuse de temps,"$3,400",-31.9%,7,+1,$485,"$734,405",14,-
2022,7,50,38,The King's Daughter,"$3,023",-65.9%,426,-,$7,"$1,758,963",5,Gravitas Ventures
2022,7,51,51,The Scary of Sixty-First,"$2,827",+412.1%,2,+1,"$1,413","$43,614",12,Utopia
2022,7,52,40,Aline,"$2,755",-63.9%,3,-6,$918,"$605,124",13,Roadside Attractions
2022,7,53,43,Shortbus2022 Re-release (Restoration),"$2,054",-55.7%,3,-2,$684,"$30,889",5,Oscilloscope
2022,7,54,31,Sundown,"$1,704",-95.1%,181,-,$9,"$229,922",4,Bleecker Street Media
2022,7,55,-,Writing with Fire,"$1,505",-,3,-,$501,"$22,012",13,Music Box Films
2022,7,56,41,Brighton 4th,"$1,446",-74.5%,5,-4,$289,"$17,901",4,Kino Lorber
2022,7,57,50,Benedetta,$550,-22.2%,2,-,$275,"$354,481",12,IFC Films
2022,7,58,46,Fabian: Going to the Dogs,$247,-93%,1,-,$247,"$16,914",2,Kino Lorber
2022,8,1,1,Uncharted,"$29,140,906",-51.5%,"4,275",-,"$6,816","$89,276,384",2,Sony Pictures Releasing
2022,8,2,2,Dog,"$13,201,709",-36.4%,"3,827",+150,"$3,449","$33,972,793",2,United Artists Releasing
2022,8,3,3,Spider-Man: No Way Home,"$7,951,276",-29%,"3,002",+46,"$2,648","$782,088,223",11,Sony Pictures Releasing
2022,8,4,4,Death on the Nile,"$6,112,981",-35.8%,"3,420",+140,"$1,787","$34,367,747",3,20th Century Studios
